# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_truncation	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_truncation	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_exon_loss_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_canonical_start_codon	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
jgi.p|Rhisto1|569835	gene_3540	mRNA_3540	protein_coding	0	7	0	107	0	0	0	0	0	0	0	0	0	54	0	0	0	6	0	0	0	0	0	4	0	0	0	0	3	51
jgi.p|Rhisto1|569842	gene_3550	mRNA_3550	protein_coding	1	2	1	87	0	0	0	0	0	1	0	0	0	45	0	1	0	2	0	0	0	0	0	0	0	0	0	0	2	40
jgi.p|Rhisto1|569855	gene_3203	mRNA_3203	protein_coding	0	0	0	141	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92
jgi.p|Rhisto1|569860	gene_3583	mRNA_3583	protein_coding	0	4	0	152	0	0	0	0	0	0	0	0	0	57	0	0	0	16	0	0	0	0	0	4	0	0	0	0	0	83
jgi.p|Rhisto1|569871	gene_3581	mRNA_3581	protein_coding	3	0	1	133	0	0	0	0	0	0	0	0	0	71	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	62
jgi.p|Rhisto1|569891	gene_3436	mRNA_3436	protein_coding	0	9	2	63	0	0	0	0	0	0	0	0	0	12	0	0	0	7	2	0	0	0	0	0	0	0	0	0	9	44
jgi.p|Rhisto1|569943	gene_3641	mRNA_3641	protein_coding	0	0	0	115	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67
jgi.p|Rhisto1|569953	gene_3177	mRNA_3177	protein_coding	0	2	2	155	0	0	0	0	0	0	0	0	0	61	0	0	0	10	2	0	0	0	0	2	0	0	0	0	0	86
jgi.p|Rhisto1|569991	gene_3200	mRNA_3200	protein_coding	1	0	2	148	0	0	0	0	0	0	0	0	0	75	0	0	0	2	2	0	0	1	0	0	0	0	0	0	0	72
jgi.p|Rhisto1|569999	gene_3432	mRNA_3432	protein_coding	0	2	0	80	0	0	0	0	0	0	0	0	0	44	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	33
jgi.p|Rhisto1|570040	gene_3554	mRNA_3554	protein_coding	0	1	0	66	0	0	0	0	0	0	0	0	0	25	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	38
jgi.p|Rhisto1|570042	gene_3292	mRNA_3292	protein_coding	0	2	0	96	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	49
jgi.p|Rhisto1|570048	gene_3218	mRNA_3218	protein_coding	1	3	0	178	0	0	0	0	0	0	0	0	0	95	0	0	0	8	0	0	0	1	0	3	0	0	0	0	0	79
jgi.p|Rhisto1|570070	gene_3168	mRNA_3168	protein_coding	4	2	7	89	0	0	0	0	0	2	0	0	2	30	0	4	0	6	3	0	0	0	0	0	0	0	0	0	2	53
jgi.p|Rhisto1|570096	gene_3673	mRNA_3673	protein_coding	0	2	1	65	0	0	0	0	0	0	0	0	0	26	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	39
jgi.p|Rhisto1|570122	gene_3176	mRNA_3176	protein_coding	0	4	1	128	0	0	0	0	0	0	0	0	0	88	0	0	0	5	1	0	0	0	0	2	0	0	0	0	2	37
jgi.p|Rhisto1|570196	gene_3699	mRNA_3699	protein_coding	0	1	1	41	0	0	0	0	0	0	0	0	0	29	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	12
jgi.p|Rhisto1|570271	gene_3390	mRNA_3390	protein_coding	0	3	1	107	0	0	0	0	0	0	0	0	0	52	0	0	0	3	1	0	0	0	0	1	0	0	0	0	2	53
jgi.p|Rhisto1|570281	gene_3676	mRNA_3676	protein_coding	0	0	2	86	0	0	0	0	0	0	0	0	0	62	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	24
jgi.p|Rhisto1|570289	gene_3735	mRNA_3735	protein_coding	0	1	0	57	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	24
jgi.p|Rhisto1|570303	gene_3359	mRNA_3359	protein_coding	0	0	0	41	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
jgi.p|Rhisto1|570304	gene_3726	mRNA_3726	protein_coding	1	0	0	74	0	0	0	0	0	0	0	0	0	37	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	35
jgi.p|Rhisto1|570340	gene_3457	mRNA_3457	protein_coding	1	0	1	79	0	0	0	0	0	0	0	0	0	45	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	34
jgi.p|Rhisto1|570342	gene_3535	mRNA_3535	protein_coding	0	2	2	81	0	0	0	0	0	0	0	0	0	43	0	0	0	2	2	0	0	0	0	1	0	0	0	0	1	37
jgi.p|Rhisto1|570350	gene_3300	mRNA_3300	protein_coding	0	4	2	74	0	0	0	0	0	0	0	0	0	31	0	0	0	4	2	0	0	0	0	0	0	0	0	0	4	39
jgi.p|Rhisto1|570358	gene_3695	mRNA_3695	protein_coding	2	2	2	51	0	0	0	0	0	0	0	0	0	11	0	2	0	3	2	0	0	0	0	0	0	0	0	0	2	37
jgi.p|Rhisto1|570375	gene_3787	mRNA_3787	protein_coding	2	1	1	112	0	0	0	0	0	0	0	0	1	59	0	2	0	6	0	0	0	0	0	0	0	0	0	0	1	47
jgi.p|Rhisto1|570387	gene_3753	mRNA_3753	protein_coding	0	1	1	98	0	0	0	0	0	0	0	0	0	34	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	62
jgi.p|Rhisto1|570418	gene_3345	mRNA_3345	protein_coding	2	1	1	60	0	0	0	0	0	0	0	1	0	16	0	2	0	8	0	0	0	0	0	0	0	0	0	0	1	36
jgi.p|Rhisto1|570450	gene_3915	mRNA_3915	protein_coding	0	2	1	68	0	0	0	0	0	0	0	0	0	31	0	0	0	5	1	0	0	0	0	0	0	0	0	0	2	32
jgi.p|Rhisto1|570462	gene_3963	mRNA_3963	protein_coding	1	1	1	42	0	0	0	0	0	0	0	0	0	31	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	10
jgi.p|Rhisto1|570515	gene_4189	mRNA_4189	protein_coding	0	4	0	62	0	0	0	0	0	0	0	0	0	14	0	0	0	6	0	0	0	0	0	2	0	0	0	0	2	44
jgi.p|Rhisto1|570560	gene_4157	mRNA_4157	protein_coding	0	11	0	180	0	0	0	0	0	0	0	0	0	114	0	0	0	10	0	0	0	0	0	1	0	0	0	0	10	57
jgi.p|Rhisto1|570569	gene_4065	mRNA_4065	protein_coding	0	8	4	153	0	0	0	0	0	0	0	0	0	71	0	0	0	19	4	0	0	0	0	2	0	0	0	0	6	65
jgi.p|Rhisto1|570604	gene_4124	mRNA_4124	protein_coding	0	4	1	79	0	0	0	0	0	0	0	1	0	37	0	0	0	2	0	0	0	0	0	2	0	0	0	0	2	42
jgi.p|Rhisto1|570607	gene_4433	mRNA_4433	protein_coding	0	0	0	50	0	0	0	0	0	0	0	0	0	20	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	29
jgi.p|Rhisto1|570614	gene_4263	mRNA_4263	protein_coding	2	2	6	128	0	0	0	0	0	0	0	1	1	53	0	2	0	2	4	0	0	0	0	0	0	0	0	0	2	73
jgi.p|Rhisto1|570619	gene_3959	mRNA_3959	protein_coding	0	4	5	78	0	0	0	0	0	0	0	0	0	27	0	0	0	7	5	0	0	0	0	1	0	0	0	0	3	45
jgi.p|Rhisto1|570636	gene_4053	mRNA_4053	protein_coding	0	2	1	134	0	0	0	0	0	0	0	0	0	44	0	0	0	3	1	0	0	0	0	0	0	0	0	0	2	87
jgi.p|Rhisto1|570641	gene_3903	mRNA_3903	protein_coding	0	7	1	56	0	0	0	0	0	0	0	0	0	23	0	0	0	7	1	0	0	0	0	5	0	0	0	0	2	31
jgi.p|Rhisto1|570661	gene_4391	mRNA_4391	protein_coding	0	0	0	108	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62
jgi.p|Rhisto1|570748	gene_4396	mRNA_4396	protein_coding	0	0	1	97	0	0	0	0	0	0	0	0	0	59	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	38
jgi.p|Rhisto1|570749	gene_3946	mRNA_3946	protein_coding	0	2	5	61	0	0	0	0	0	0	0	0	0	24	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2	37
jgi.p|Rhisto1|570762	gene_4043	mRNA_4043	protein_coding	0	4	2	75	0	0	0	0	0	0	0	0	0	33	0	0	0	7	2	0	0	0	0	2	0	0	0	0	2	37
jgi.p|Rhisto1|570825	gene_4445	mRNA_4445	protein_coding	0	0	0	78	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32
jgi.p|Rhisto1|570828	gene_3925	mRNA_3925	protein_coding	0	0	0	102	0	0	0	0	0	0	0	0	0	59	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	41
jgi.p|Rhisto1|570842	gene_4432	mRNA_4432	protein_coding	0	2	0	60	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	28
jgi.p|Rhisto1|570846	gene_4438	mRNA_4438	protein_coding	0	3	2	103	0	0	0	0	0	0	0	0	0	53	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	50
jgi.p|Rhisto1|570890	gene_3913	mRNA_3913	protein_coding	0	1	0	125	0	0	0	0	0	0	0	0	0	72	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	52
jgi.p|Rhisto1|570893	gene_4440	mRNA_4440	protein_coding	0	3	0	93	0	0	0	0	0	0	0	0	0	37	0	0	0	10	0	0	0	0	0	0	0	0	0	0	3	46
jgi.p|Rhisto1|570896	gene_4321	mRNA_4321	protein_coding	0	2	0	39	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	32
jgi.p|Rhisto1|570904	gene_4228	mRNA_4228	protein_coding	0	1	3	45	0	0	0	0	0	0	0	0	0	21	0	0	0	5	3	0	0	0	0	0	0	0	0	0	1	19
jgi.p|Rhisto1|570940	gene_3862	mRNA_3862	protein_coding	0	1	2	75	0	0	0	0	0	0	0	0	0	42	0	0	0	3	2	0	0	0	0	0	0	0	0	0	1	30
jgi.p|Rhisto1|570966	gene_4088	mRNA_4088	protein_coding	1	2	0	151	0	0	0	0	0	0	0	0	0	64	0	1	0	9	0	0	0	0	0	1	0	0	0	0	1	79
jgi.p|Rhisto1|570976	gene_3985	mRNA_3985	protein_coding	2	2	0	86	0	0	0	0	0	0	0	0	0	37	0	2	0	1	0	0	0	0	0	0	0	0	0	0	2	48
jgi.p|Rhisto1|571010	gene_4423	mRNA_4423	protein_coding	0	5	0	77	0	0	0	0	0	0	0	0	0	42	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	33
jgi.p|Rhisto1|571021	gene_4190	mRNA_4190	protein_coding	0	0	0	61	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38
jgi.p|Rhisto1|571042	gene_4019	mRNA_4019	protein_coding	0	0	0	77	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
jgi.p|Rhisto1|571097	gene_4316	mRNA_4316	protein_coding	0	11	1	51	0	0	0	0	0	0	0	0	0	34	0	0	0	10	1	0	0	0	0	6	0	0	0	0	5	13
jgi.p|Rhisto1|571124	gene_4283	mRNA_4283	protein_coding	0	5	6	132	0	0	0	0	0	0	0	0	0	80	0	0	0	3	6	0	0	0	0	1	0	0	0	0	4	50
jgi.p|Rhisto1|571137	gene_4218	mRNA_4218	protein_coding	0	0	1	65	0	0	0	0	0	0	0	0	0	46	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	18
jgi.p|Rhisto1|571146	gene_4154	mRNA_4154	protein_coding	5	5	9	131	0	0	0	0	0	0	1	0	0	75	0	3	0	2	9	0	0	0	0	0	0	3	0	0	5	54
jgi.p|Rhisto1|571150	gene_4225	mRNA_4225	protein_coding	3	0	0	55	0	0	0	0	0	0	0	0	0	24	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	30
jgi.p|Rhisto1|571163	gene_4308	mRNA_4308	protein_coding	0	0	0	70	0	0	0	0	0	0	0	0	0	38	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	29
jgi.p|Rhisto1|571170	gene_4380	mRNA_4380	protein_coding	0	5	3	75	0	0	0	0	0	0	0	1	0	38	0	0	0	8	2	0	0	0	0	2	0	0	0	0	3	31
jgi.p|Rhisto1|571199	gene_4180	mRNA_4180	protein_coding	0	0	4	116	0	0	0	0	0	1	0	0	0	63	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	53
jgi.p|Rhisto1|571208	gene_4367	mRNA_4367	protein_coding	0	4	0	105	0	0	0	0	0	0	0	0	0	61	0	0	0	3	0	0	0	0	0	2	0	0	0	0	2	43
jgi.p|Rhisto1|571218	gene_3964	mRNA_3964	protein_coding	1	0	2	42	0	0	0	0	0	0	0	0	0	26	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	16
jgi.p|Rhisto1|571227	gene_4451	mRNA_4451	protein_coding	4	2	1	100	0	0	0	0	0	0	0	0	0	45	0	2	0	3	1	0	0	2	0	1	0	0	0	0	2	54
jgi.p|Rhisto1|571272	gene_3975	mRNA_3975	protein_coding	2	0	4	91	0	0	0	0	0	0	0	0	0	50	0	1	0	3	4	0	0	0	1	0	0	0	0	0	0	39
jgi.p|Rhisto1|571330	gene_4052	mRNA_4052	protein_coding	4	17	4	198	0	0	0	0	0	0	0	0	1	96	0	3	0	26	3	0	0	0	1	11	0	0	0	0	7	87
jgi.p|Rhisto1|571332	gene_4078	mRNA_4078	protein_coding	0	1	3	95	0	0	0	0	0	0	0	2	0	40	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	55
jgi.p|Rhisto1|571348	gene_4137	mRNA_4137	protein_coding	0	0	1	111	0	0	0	0	0	0	0	0	0	42	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	69
jgi.p|Rhisto1|571351	gene_4262	mRNA_4262	protein_coding	0	6	1	130	0	0	0	0	0	0	0	0	0	51	0	0	0	4	1	0	0	0	0	4	0	0	0	0	2	79
jgi.p|Rhisto1|571353	gene_4072	mRNA_4072	protein_coding	0	3	7	96	0	0	0	0	0	0	0	0	0	53	0	0	0	7	7	0	0	0	0	2	0	0	0	0	1	38
jgi.p|Rhisto1|571377	gene_3955	mRNA_3955	protein_coding	0	0	0	102	0	0	0	0	0	0	0	0	0	42	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	54
jgi.p|Rhisto1|571379	gene_4441	mRNA_4441	protein_coding	0	3	1	87	0	0	0	0	0	0	0	0	0	53	0	0	0	5	1	0	0	0	0	0	0	0	0	0	3	29
jgi.p|Rhisto1|571423	gene_4419	mRNA_4419	protein_coding	0	2	0	44	0	0	0	0	0	0	0	0	0	19	0	0	0	9	0	0	0	0	0	2	0	0	0	0	0	18
jgi.p|Rhisto1|571427	gene_3927	mRNA_3927	protein_coding	0	1	1	73	0	0	0	0	0	0	0	0	0	32	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	41
jgi.p|Rhisto1|571452	gene_3877	mRNA_3877	protein_coding	0	2	0	68	0	0	0	0	0	0	0	0	0	40	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	27
jgi.p|Rhisto1|571467	gene_4127	mRNA_4127	protein_coding	2	0	3	90	0	0	0	0	0	0	1	0	0	28	0	2	0	2	2	0	0	0	0	0	0	0	0	0	0	60
jgi.p|Rhisto1|571488	gene_4068	mRNA_4068	protein_coding	0	2	4	85	0	0	0	0	0	0	0	0	0	36	0	0	0	0	4	0	0	0	0	1	0	0	0	0	2	49
jgi.p|Rhisto1|571506	gene_4390	mRNA_4390	protein_coding	0	15	0	112	0	0	0	0	0	0	0	0	0	47	0	0	0	3	0	0	0	0	0	1	0	0	0	0	15	62
jgi.p|Rhisto1|571508	gene_3951	mRNA_3951	protein_coding	0	0	0	69	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48
jgi.p|Rhisto1|571518	gene_4212	mRNA_4212	protein_coding	1	0	0	124	0	0	0	0	0	0	0	0	0	44	0	1	0	5	0	0	0	0	0	0	1	0	0	0	0	75
jgi.p|Rhisto1|571538	gene_4004	mRNA_4004	protein_coding	0	0	0	105	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77
jgi.p|Rhisto1|571539	gene_4128	mRNA_4128	protein_coding	0	2	6	102	0	0	0	0	0	0	1	1	0	49	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	53
jgi.p|Rhisto1|571555	gene_4183	mRNA_4183	protein_coding	0	0	0	76	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
jgi.p|Rhisto1|571566	gene_4411	mRNA_4411	protein_coding	0	0	0	92	0	0	0	0	0	0	0	0	0	47	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	42
jgi.p|Rhisto1|571586	gene_4227	mRNA_4227	protein_coding	0	7	3	58	0	0	0	0	0	0	0	0	0	19	0	0	0	3	3	0	0	0	0	0	0	0	0	0	7	36
jgi.p|Rhisto1|571594	gene_4317	mRNA_4317	protein_coding	3	2	1	50	0	0	0	0	0	0	0	0	0	28	0	2	0	3	1	0	0	0	0	1	0	1	0	0	1	20
jgi.p|Rhisto1|571622	gene_4013	mRNA_4013	protein_coding	0	4	1	102	0	0	0	0	0	0	0	0	0	44	0	0	0	8	1	0	0	0	0	0	0	0	0	0	4	50
jgi.p|Rhisto1|571678	gene_4621	mRNA_4621	protein_coding	0	1	1	73	0	0	0	0	0	0	0	0	0	41	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	32
jgi.p|Rhisto1|571688	gene_4658	mRNA_4658	protein_coding	0	1	0	167	0	0	0	0	0	0	0	0	0	75	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	87
jgi.p|Rhisto1|571691	gene_4950	mRNA_4950	protein_coding	0	3	1	62	0	0	0	0	0	0	0	0	0	41	0	0	0	3	1	0	0	0	0	0	0	0	0	0	3	18
jgi.p|Rhisto1|571716	gene_4954	mRNA_4954	protein_coding	0	0	0	64	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37
jgi.p|Rhisto1|571730	gene_4506	mRNA_4506	protein_coding	1	1	0	66	0	0	0	0	0	0	0	0	0	35	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	31
jgi.p|Rhisto1|571742	gene_4536	mRNA_4536	protein_coding	2	0	0	106	0	0	0	0	0	0	0	0	0	22	0	2	0	6	0	0	0	0	0	1	0	0	1	0	0	78
jgi.p|Rhisto1|571744	gene_5001	mRNA_5001	protein_coding	1	0	4	111	0	0	0	0	0	0	0	0	2	53	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	58
jgi.p|Rhisto1|571760	gene_4513	mRNA_4513	protein_coding	0	1	0	71	0	0	0	0	0	0	0	0	0	37	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	30
jgi.p|Rhisto1|571765	gene_4720	mRNA_4720	protein_coding	0	0	1	109	0	0	0	0	0	0	0	0	0	57	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	52
jgi.p|Rhisto1|571786	gene_4731	mRNA_4731	protein_coding	0	2	1	187	0	0	0	0	0	0	0	0	0	61	0	0	0	5	1	0	0	0	0	0	0	0	0	0	2	121
jgi.p|Rhisto1|571793	gene_4908	mRNA_4908	protein_coding	1	2	1	88	0	0	0	0	0	0	0	0	0	40	0	0	0	2	1	0	0	1	0	2	0	0	0	0	1	48
jgi.p|Rhisto1|571796	gene_4558	mRNA_4558	protein_coding	2	0	0	73	0	0	0	0	0	0	0	0	0	35	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	38
jgi.p|Rhisto1|571820	gene_4673	mRNA_4673	protein_coding	0	0	2	92	0	0	0	0	0	0	0	0	0	41	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	51
jgi.p|Rhisto1|571823	gene_4751	mRNA_4751	protein_coding	0	1	0	60	0	0	0	0	0	0	0	0	0	35	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	22
jgi.p|Rhisto1|571827	gene_4849	mRNA_4849	protein_coding	0	0	1	72	0	0	0	0	0	0	0	0	0	44	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	28
jgi.p|Rhisto1|571829	gene_4875	mRNA_4875	protein_coding	0	3	3	136	0	0	0	0	0	0	0	0	0	79	0	0	0	8	3	0	0	0	0	0	0	0	0	0	3	49
jgi.p|Rhisto1|571849	gene_4876	mRNA_4876	protein_coding	0	0	0	155	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59
jgi.p|Rhisto1|571864	gene_4487	mRNA_4487	protein_coding	1	0	1	69	0	0	0	0	0	0	0	0	0	48	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	21
jgi.p|Rhisto1|571877	gene_4556	mRNA_4556	protein_coding	0	0	0	84	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41
jgi.p|Rhisto1|571886	gene_4535	mRNA_4535	protein_coding	0	8	3	78	0	0	0	0	0	0	0	0	0	30	0	0	0	0	3	0	0	0	0	0	0	0	0	0	8	48
jgi.p|Rhisto1|571901	gene_4572	mRNA_4572	protein_coding	0	0	0	85	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42
jgi.p|Rhisto1|571963	gene_4609	mRNA_4609	protein_coding	0	2	1	110	0	0	0	0	0	0	0	0	0	49	0	0	0	8	1	0	0	0	0	0	0	0	0	0	2	53
jgi.p|Rhisto1|571989	gene_4933	mRNA_4933	protein_coding	0	1	1	122	0	0	0	0	0	0	0	0	0	49	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	73
jgi.p|Rhisto1|571992	gene_4717	mRNA_4717	protein_coding	0	2	5	75	0	0	0	0	0	0	0	0	3	38	0	0	0	5	2	0	0	0	0	1	0	0	0	0	2	32
jgi.p|Rhisto1|572008	gene_4646	mRNA_4646	protein_coding	2	0	0	127	0	0	0	0	0	0	0	0	0	66	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	61
jgi.p|Rhisto1|572019	gene_4887	mRNA_4887	protein_coding	0	0	0	85	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36
jgi.p|Rhisto1|572078	gene_4879	mRNA_4879	protein_coding	0	0	1	83	0	0	0	0	0	0	0	0	0	34	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	49
jgi.p|Rhisto1|572114	gene_4859	mRNA_4859	protein_coding	0	3	0	88	0	0	0	0	0	0	0	0	0	38	0	0	0	9	0	0	0	0	0	0	0	0	0	0	3	41
jgi.p|Rhisto1|572115	gene_4691	mRNA_4691	protein_coding	0	3	1	74	0	0	0	0	0	0	0	0	0	32	0	0	0	6	1	0	0	0	0	3	0	0	0	0	0	39
jgi.p|Rhisto1|572134	gene_4557	mRNA_4557	protein_coding	0	0	1	84	0	0	0	0	0	0	0	0	0	42	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	42
jgi.p|Rhisto1|572155	gene_5027	mRNA_5027	protein_coding	0	2	1	109	0	0	0	0	0	0	0	0	0	48	0	0	0	7	1	0	0	0	0	1	0	0	0	0	1	55
jgi.p|Rhisto1|572173	gene_4823	mRNA_4823	protein_coding	0	1	0	75	0	0	0	0	0	0	0	0	0	38	0	0	0	6	0	0	0	0	0	1	0	0	0	0	1	31
jgi.p|Rhisto1|572178	gene_4603	mRNA_4603	protein_coding	0	0	1	107	0	0	0	0	0	0	0	0	0	50	0	0	0	10	1	0	0	0	0	0	0	0	0	0	0	47
jgi.p|Rhisto1|572193	gene_4784	mRNA_4784	protein_coding	0	3	1	76	0	0	0	0	0	0	0	0	0	32	0	0	0	1	1	0	0	0	0	2	0	0	0	0	2	44
jgi.p|Rhisto1|572208	gene_4960	mRNA_4960	protein_coding	0	0	0	84	0	0	0	0	0	0	0	0	0	27	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	52
jgi.p|Rhisto1|572269	gene_4872	mRNA_4872	protein_coding	0	0	1	89	0	0	0	0	0	0	0	0	0	39	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	49
jgi.p|Rhisto1|572304	gene_4883	mRNA_4883	protein_coding	0	0	1	59	0	0	0	0	0	0	0	0	0	24	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	35
jgi.p|Rhisto1|572353	gene_4505	mRNA_4505	protein_coding	0	1	1	74	0	0	0	0	0	0	0	0	0	38	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	36
jgi.p|Rhisto1|572355	gene_5019	mRNA_5019	protein_coding	1	1	4	131	0	0	0	0	0	0	0	0	0	61	0	1	0	1	4	0	0	0	0	0	0	0	0	0	1	69
jgi.p|Rhisto1|572359	gene_4852	mRNA_4852	protein_coding	0	2	2	67	0	0	0	0	0	0	0	0	0	26	0	0	0	1	2	0	0	0	0	0	0	0	0	0	2	40
jgi.p|Rhisto1|572396	gene_4809	mRNA_4809	protein_coding	0	7	0	133	0	0	0	0	0	0	0	0	0	56	0	0	0	11	0	0	0	0	0	7	0	0	0	0	0	73
jgi.p|Rhisto1|572404	gene_4904	mRNA_4904	protein_coding	7	2	3	145	0	0	0	0	0	0	0	0	0	72	0	6	0	24	3	0	0	1	0	1	0	0	0	0	2	50
jgi.p|Rhisto1|572500	gene_4847	mRNA_4847	protein_coding	0	3	2	65	0	0	0	0	0	0	0	0	0	31	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	34
jgi.p|Rhisto1|572524	gene_4515	mRNA_4515	protein_coding	2	6	0	73	0	0	0	0	0	0	0	0	0	22	0	2	0	2	0	0	0	0	0	0	0	0	0	0	6	49
jgi.p|Rhisto1|572547	gene_4485	mRNA_4485	protein_coding	0	0	0	67	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45
jgi.p|Rhisto1|572552	gene_4882	mRNA_4882	protein_coding	0	1	0	83	0	0	0	0	0	0	0	0	0	44	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	39
jgi.p|Rhisto1|572553	gene_4880	mRNA_4880	protein_coding	0	0	0	80	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36
jgi.p|Rhisto1|57260	gene_7166	mRNA_7166	protein_coding	0	3	1	127	0	0	1	0	4	0	0	0	0	67	0	0	0	10	1	0	0	0	0	2	0	0	0	0	0	48
